date_time,0460e71d-3f0d-438d-b408-575af7df8aa3,1c5ee606-1f1e-4403-ba34-89af7a4f39ad,240c35d1-842b-4d6c-a5dd-c778e84a07d3,2bd8dc60-d7da-4f63-b808-4b8b0ac75404,2cb8abc4-7483-407e-a41d-ab65bfb81997,33feea96-a4ad-4350-8836-f3a66bf898dc,3709bd45-b735-42c3-ba78-d6a6bdcaa7d7,3872baf6-69b1-4602-81cb-cb68b34483ae,499d2422-8e91-4c85-add1-28d6dcad25bb,565282f5-1ae2-4a88-b432-71fa038a5510,695e2b68-e895-4523-9ed0-07bee6d42876,695e88f0-a9c2-4f92-b2cb-d13161ca86e9,70cba9a0-11c5-4f2b-97a6-481551ca4bd9,762a2059-035c-4aec-bc73-6f9b8113ac9a,77cbddce-e581-4527-a48a-9016227fe791,7d4351a1-6b5d-44b0-861a-607a5f0af837,80587d4e-3161-42de-a484-85748fd1daf4,88080e75-9425-4d30-b1a3-2e1c95921bc6,8d6db1c8-0187-42fd-8db8-4dd9dad511bc,8f5e0c95-0862-4bdd-a20f-476f017912c8,967735d2-a9af-461d-9b24-6102f010da7f,9d2da6c9-be46-4749-a227-aa54fa9dd722,a01bcb46-01a4-4f1d-895d-826a30930ba1,ad21eb2d-9eab-429f-98c5-d287d6c82e15,b3ebaf0e-409a-4496-bc3a-500a9ee4294f,d8e2bb2d-550f-4421-bf32-8b68e4c91d35,d996e352-5a6d-46ab-b539-52eaf5f82c4d,da02b813-77a5-4217-8ffd-5ae18f1eaab4,da67d58e-7958-430c-84b5-bbb4590de63c,db1db795-134f-4a7d-9402-45898b515676,e031eb89-fa92-496c-bb7a-fbc7882f6599,fdb31475-3c23-472a-b1ba-4c3349109ac4,fe7ad7ab-d1ba-4b90-be30-1ef7659980cc
01/01/2021 15:00,0.032776273,0.128956725,-0.012634192,0.229017317,0.026671989,-0.093360746,0.009327542,0.220673388,-0.079009858,-0.0586734,-0.015942201,0.01652442,-0.045389878,-0.151820466,0.086873353,0.064102938,-0.030355179,0.041768159,0.001589059,-0.015761568,0.010568319,0.208058608,-0.093119635,0.016642143,-0.046093909,0.029412908,-0.054460495,-0.093193585,-0.021055836,-0.086379584,-0.05792889,0.044114166,0.065322678
01/01/2021 15:30,0.061634384,0.144934273,-0.005770602,0.225049807,0.007113713,-0.131062521,0.008219897,0.322018568,-0.095649507,-0.025458626,-0.039722074,0.009539872,-0.04642921,-0.157007197,0.060156278,0.060798663,-0.047581876,0.026574958,-0.014064864,-0.010649463,0.038470656,0.188728414,-0.107717681,-0.010731138,-0.027821411,0.02338647,-0.099740618,-0.084227807,-0.031668316,-0.08042855,-0.03843619,0.049609415,0.062526045
01/01/2021 16:00,0.041702867,0.106669077,-0.012189587,0.186319751,-8.87E-05,-0.126848739,0.019947338,0.300054091,-0.131601314,-0.028191831,-0.043645852,0.008287763,-0.042851179,-0.156802794,0.084870249,0.054705191,-0.069039847,0.029194778,-0.014031054,-0.007826496,0.043942477,0.171491366,-0.124886878,-0.009767111,-0.018893711,0.033893857,-0.095203863,-0.100333181,-0.034771726,-0.068064358,-0.073974246,0.027425518,0.045264708
01/01/2021 16:30,0.042179861,0.076246309,-0.010763146,0.157797946,-0.000487848,-0.12231082,0.003041167,0.297925922,-0.141134721,-0.047939688,-0.058026448,0.01132008,-0.061635842,-0.141787676,0.096347493,0.051507818,-0.037105702,0.017331114,-0.028298777,-0.006089285,0.034865575,0.117226583,-0.113223665,-0.011889661,-0.013205186,0.030870918,-0.073608129,-0.105617454,-0.041291425,-0.068224687,-0.089901311,0.021980995,0.046477817
01/01/2021 17:00,0.04980324,0.086387232,-0.016533748,0.172195072,0.005109101,-0.096509506,-0.002147278,0.269071498,-0.124319825,-0.078249301,-0.047777185,-0.003074905,-0.055263539,-0.164987438,0.11546721,0.064695764,-0.036316219,0.010628231,-0.060933657,-0.013716726,0.018667404,0.114672946,-0.092620628,-0.012980533,-0.01387077,0.031143079,-0.057909207,-0.121771397,-0.034222076,-0.102950053,-0.078815736,0.026267289,0.059886838
01/01/2021 17:30,0.052358563,0.104861273,-0.031983772,0.166984522,-0.000541068,-0.135730096,-0.009453853,0.210901546,-0.118939759,-0.076086268,-0.050821325,-0.013747636,-0.058134483,-0.167474343,0.118128993,0.071236285,-0.045213427,-0.003916586,-0.067298346,-0.003944916,0.024840488,0.106499215,-0.106652007,-0.002722952,-0.01777553,0.025631804,-0.059074968,-0.133486163,-0.054415383,-0.144522408,-0.080463364,0.016730919,0.071369702
01/01/2021 18:00,0.045646582,0.07709856,-0.03827308,0.178401757,-0.005650169,-0.113170153,0.00836564,0.228654022,-0.117520263,-0.058048926,-0.047767301,-0.00324526,-0.062768885,-0.140782694,0.142039918,0.061576139,-0.048655218,-0.000420573,-0.048195826,-0.020176978,0.014825277,0.108686552,-0.100367911,0.005615032,-0.010951075,0.02965591,-0.066263831,-0.127832768,-0.053798084,-0.149313415,-0.090442071,0.013180143,0.040495615
01/01/2021 18:30,0.043943033,0.085750196,-0.01956262,0.206668142,-0.012089764,-0.104085054,0.011853752,0.196296986,-0.129033954,-0.054799852,-0.040394157,-0.015229724,-0.086162391,-0.111110165,0.098801747,0.051585566,-0.066059327,-0.015666345,-0.043521626,-0.011771412,-0.016277186,0.106331763,-0.106956485,-0.004025234,-0.02319782,0.022083981,-0.037518094,-0.131533702,-0.044631607,-0.145192018,-0.083614979,0.001149775,0.030531453
01/01/2021 19:00,0.028278905,0.12959376,-0.025685201,0.158623802,-0.013757318,-0.145750563,0.006587577,0.118725227,-0.137419496,-0.064954341,-0.048251596,-0.013006593,-0.080829422,-0.14800494,0.073257661,0.044277287,-0.064001348,-0.038929291,-0.06450904,0.00263296,-0.03059874,0.124500262,-0.118602783,-0.01394456,-0.048960358,0.017690513,-0.074832179,-0.114690083,-0.055074964,-0.140976309,-0.11411721,-0.007219911,0.031837166
01/01/2021 19:30,0.027094939,0.110637638,-0.039977399,0.163902464,-0.011451126,-0.135276304,0.01848991,0.133569205,-0.110308872,-0.07222177,-0.039010457,-0.016635151,-0.066278763,-0.141276668,0.057214783,0.064540268,-0.043093354,-0.04186454,-0.065675477,0.026401983,-0.036248346,0.122438514,-0.12860828,-0.004532616,-0.026756476,0.000573484,-0.062368245,-0.110017776,-0.066203269,-0.14394711,-0.09798736,-0.011007406,0.041579079
